-90.00 -180.00 0.342961
-90.00 -179.00 0.342961
-90.00 -178.00 0.342961
-90.00 -177.00 0.342961
-90.00 -176.00 0.342961
-90.00 -175.00 0.342971
-90.00 -174.00 0.342971
-90.00 -173.00 0.342971
-90.00 -172.00 0.342971
-90.00 -171.00 0.342971
-90.00 -170.00 0.342971
-90.00 -169.00 0.342971
-90.00 -168.00 0.342971
-90.00 -167.00 0.342971
-90.00 -166.00 0.342971
-90.00 -165.00 0.342971
-90.00 -164.00 0.342961
-90.00 -163.00 0.342961
-90.00 -162.00 0.342961
-90.00 -161.00 0.342961
-90.00 -160.00 0.342961
-90.00 -159.00 0.342961
-90.00 -158.00 0.342951
-90.00 -157.00 0.342951
-90.00 -156.00 0.342951
-90.00 -155.00 0.342941
-90.00 -154.00 0.342941
-90.00 -153.00 0.342941
-90.00 -152.00 0.342931
-90.00 -151.00 0.342931
-90.00 -150.00 0.342931
-90.00 -149.00 0.342921
-90.00 -148.00 0.342921
-90.00 -147.00 0.342911
-90.00 -146.00 0.342911
-90.00 -145.00 0.342911
-90.00 -144.00 0.342901
-90.00 -143.00 0.342901
-90.00 -142.00 0.342891
-90.00 -141.00 0.342891
-90.00 -140.00 0.342881
-90.00 -139.00 0.342881
-90.00 -138.00 0.342871
-90.00 -137.00 0.342861
-90.00 -136.00 0.342861
-90.00 -135.00 0.342851
-90.00 -134.00 0.342851
-90.00 -133.00 0.342841
-90.00 -132.00 0.342841
-90.00 -131.00 0.342831
-90.00 -130.00 0.342821
-90.00 -129.00 0.342821
-90.00 -128.00 0.342811
-90.00 -127.00 0.342811
-90.00 -126.00 0.342801
-90.00 -125.00 0.342791
-90.00 -124.00 0.342791
-90.00 -123.00 0.342781
-90.00 -122.00 0.342781
-90.00 -121.00 0.342771
-90.00 -120.00 0.342761
-90.00 -119.00 0.342761
-90.00 -118.00 0.342751
-90.00 -117.00 0.342751
-90.00 -116.00 0.342741
-90.00 -115.00 0.342731
-90.00 -114.00 0.342731
-90.00 -113.00 0.342721
-90.00 -112.00 0.342721
-90.00 -111.00 0.342711
-90.00 -110.00 0.342711
-90.00 -109.00 0.342701
-90.00 -108.00 0.342701
-90.00 -107.00 0.342691
-90.00 -106.00 0.342691
-90.00 -105.00 0.342681
-90.00 -104.00 0.342681
-90.00 -103.00 0.342671
-90.00 -102.00 0.342671
-90.00 -101.00 0.342671
-90.00 -100.00 0.342661
-90.00 -99.00 0.342661
-90.00 -98.00 0.342651
-90.00 -97.00 0.342651
-90.00 -96.00 0.342651
-90.00 -95.00 0.342641
-90.00 -94.00 0.342641
-90.00 -93.00 0.342641
-90.00 -92.00 0.342641
-90.00 -91.00 0.342631
-90.00 -90.00 0.342631
-90.00 -89.00 0.342631
-90.00 -88.00 0.342631
-90.00 -87.00 0.342631
-90.00 -86.00 0.342631
-90.00 -85.00 0.342621
-90.00 -84.00 0.342621
-90.00 -83.00 0.342621
-90.00 -82.00 0.342621
-90.00 -81.00 0.342621
-90.00 -80.00 0.342621
-90.00 -79.00 0.342621
-90.00 -78.00 0.342621
-90.00 -77.00 0.342621
-90.00 -76.00 0.342621
-90.00 -75.00 0.342621
-90.00 -74.00 0.342631
-90.00 -73.00 0.342631
-90.00 -72.00 0.342631
-90.00 -71.00 0.342631
-90.00 -70.00 0.342631
-90.00 -69.00 0.342631
-90.00 -68.00 0.342641
-90.00 -67.00 0.342641
-90.00 -66.00 0.342641
-90.00 -65.00 0.342651
-90.00 -64.00 0.342651
-90.00 -63.00 0.342651
-90.00 -62.00 0.342661
-90.00 -61.00 0.342661
-90.00 -60.00 0.342661
-90.00 -59.00 0.342671
-90.00 -58.00 0.342671
-90.00 -57.00 0.342681
-90.00 -56.00 0.342681
-90.00 -55.00 0.342681
-90.00 -54.00 0.342691
-90.00 -53.00 0.342691
-90.00 -52.00 0.342701
-90.00 -51.00 0.342701
-90.00 -50.00 0.342711
-90.00 -49.00 0.342711
-90.00 -48.00 0.342721
-90.00 -47.00 0.342731
-90.00 -46.00 0.342731
-90.00 -45.00 0.342741
-90.00 -44.00 0.342741
-90.00 -43.00 0.342751
-90.00 -42.00 0.342751
-90.00 -41.00 0.342761
-90.00 -40.00 0.342771
-90.00 -39.00 0.342771
-90.00 -38.00 0.342781
-90.00 -37.00 0.342781
-90.00 -36.00 0.342791
-90.00 -35.00 0.342801
-90.00 -34.00 0.342801
-90.00 -33.00 0.342811
-90.00 -32.00 0.342811
-90.00 -31.00 0.342821
-90.00 -30.00 0.342831
-90.00 -29.00 0.342831
-90.00 -28.00 0.342841
-90.00 -27.00 0.342841
-90.00 -26.00 0.342851
-90.00 -25.00 0.342861
-90.00 -24.00 0.342861
-90.00 -23.00 0.342871
-90.00 -22.00 0.342871
-90.00 -21.00 0.342881
-90.00 -20.00 0.342881
-90.00 -19.00 0.342891
-90.00 -18.00 0.342891
-90.00 -17.00 0.342901
-90.00 -16.00 0.342901
-90.00 -15.00 0.342911
-90.00 -14.00 0.342911
-90.00 -13.00 0.342921
-90.00 -12.00 0.342921
-90.00 -11.00 0.342921
-90.00 -10.00 0.342931
-90.00 -9.00 0.342931
-90.00 -8.00 0.342941
-90.00 -7.00 0.342941
-90.00 -6.00 0.342941
-90.00 -5.00 0.342951
-90.00 -4.00 0.342951
-90.00 -3.00 0.342951
-90.00 -2.00 0.342951
-90.00 -1.00 0.342961
-90.00 0.00 0.342961
-90.00 1.00 0.342961
-90.00 2.00 0.342961
-90.00 3.00 0.342961
-90.00 4.00 0.342961
-90.00 5.00 0.342971
-90.00 6.00 0.342971
-90.00 7.00 0.342971
-90.00 8.00 0.342971
-90.00 9.00 0.342971
-90.00 10.00 0.342971
-90.00 11.00 0.342971
-90.00 12.00 0.342971
-90.00 13.00 0.342971
-90.00 14.00 0.342971
-90.00 15.00 0.342971
-90.00 16.00 0.342961
-90.00 17.00 0.342961
-90.00 18.00 0.342961
-90.00 19.00 0.342961
-90.00 20.00 0.342961
-90.00 21.00 0.342961
-90.00 22.00 0.342951
-90.00 23.00 0.342951
-90.00 24.00 0.342951
-90.00 25.00 0.342941
-90.00 26.00 0.342941
-90.00 27.00 0.342941
-90.00 28.00 0.342931
-90.00 29.00 0.342931
-90.00 30.00 0.342931
-90.00 31.00 0.342921
-90.00 32.00 0.342921
-90.00 33.00 0.342911
-90.00 34.00 0.342911
-90.00 35.00 0.342911
-90.00 36.00 0.342901
-90.00 37.00 0.342901
-90.00 38.00 0.342891
-90.00 39.00 0.342891
-90.00 40.00 0.342881
-90.00 41.00 0.342881
-90.00 42.00 0.342871
-90.00 43.00 0.342861
-90.00 44.00 0.342861
-90.00 45.00 0.342851
-90.00 46.00 0.342851
-90.00 47.00 0.342841
-90.00 48.00 0.342841
-90.00 49.00 0.342831
-90.00 50.00 0.342821
-90.00 51.00 0.342821
-90.00 52.00 0.342811
-90.00 53.00 0.342811
-90.00 54.00 0.342801
-90.00 55.00 0.342791
-90.00 56.00 0.342791
-90.00 57.00 0.342781
-90.00 58.00 0.342781
-90.00 59.00 0.342771
-90.00 60.00 0.342761
-90.00 61.00 0.342761
-90.00 62.00 0.342751
-90.00 63.00 0.342751
-90.00 64.00 0.342741
